Geo Point;Geo Shape;PTCAR ID;TAF/TAP code;Symbolic name;Abbreviation BTS French short;Abbreviation BTS Dutch short;Abbreviation BTS French complete;Abbreviation BTS Dutch complete;Short name in French;Short name in Dutch;Middle name in French;Middle name in Dutch;Complete name in French;Complete name in Dutch;Classification NL;Classification EN;Classification FR
50.52521135946914, 5.822584899875552;"{""coordinates"": [5.822584899875552, 50.52521135946914], ""type"": ""Point""}";423;BE00423;FRO;FRANCHIMONT;FRANCHIMONT;FRANCHIMONT;FRANCHIMONT;Franchimont;Franchimont;Franchimont;Franchimont;Franchimont;Franchimont;Stopplaats;Stop in open track;Point d'arrêt
50.89596150219181, 4.074478603072891;"{""coordinates"": [4.074478603072891, 50.89596150219181], ""type"": ""Point""}";2136;BE02136;2136;L50A-S203;L50A-S203;LIJN 50A-SEINEN 203;LIJN 50A-SEINEN 203;L50A-S203;L50A-S203;Lijn 50A-Seinen 203;Lijn 50A-Seinen 203;Lijn 50A-Seinen 203;Lijn 50A-Seinen 203;Blocksein met melding;Net borde;Signal de bloc avec repérage
50.79177235834205, 4.295521156543186;"{""coordinates"": [4.295521156543186, 50.79177235834205], ""type"": ""Point""}";1021;BE01021;FRB;RUISBROEK;RUISBROEK;RUISBROEK;RUISBROEK;Ruisbroek;Ruisbroek;Ruisbroek;Ruisbroek;Ruisbroek;Ruisbroek;Stopplaats;Stop in open track;Point d'arrêt
50.51361346641127, 3.59206286807832;"{""coordinates"": [3.59206286807832, 50.51361346641127], ""type"": ""Point""}";958;BE00958;FPL;PERUWELZ;PERUWELZ;PERUWELZ;PERUWELZ;Péruwelz;Péruwelz;Péruwelz;Péruwelz;Péruwelz;Péruwelz;Stopplaats;Stop in open track;Point d'arrêt
50.82390795063365, 3.993605086038247;"{""coordinates"": [3.993605086038247, 50.82390795063365], ""type"": ""Point""}";347;BE00347;FIC;EICHEM;EICHEM;EICHEM;EICHEM;Eichem;Eichem;Eichem;Eichem;Eichem;Eichem;Stopplaats;Stop in open track;Point d'arrêt
50.43066476604268, 4.211414215952779;"{""coordinates"": [4.211414215952779, 50.43066476604268], ""type"": ""Point""}";720;BE00720;LVL;LEVAL;LEVAL;LEVAL;LEVAL;Leval;Leval;Leval;Leval;Leval;Leval;Stopplaats;Stop in open track;Point d'arrêt
51.143500701126385, 4.068856389093756;"{""coordinates"": [4.068856389093756, 51.143500701126385], ""type"": ""Point""}";1073;BE01073;LSW;SINAAI;SINAAI;SINAAI;SINAAI;Sinaai;Sinaai;Sinaai;Sinaai;Sinaai;Sinaai;Stopplaats;Stop in open track;Point d'arrêt
50.46980723102854, 4.006727859438542;"{""coordinates"": [4.006727859438542, 50.46980723102854], ""type"": ""Point""}";920;BE00920;LRG;OBOURG;OBOURG;OBOURG;OBOURG;Obourg;Obourg;Obourg;Obourg;Obourg;Obourg;Stopplaats;Stop in open track;Point d'arrêt
50.61404860437613, 3.800494581194257;"{""coordinates"": [3.800494581194257, 50.61404860437613], ""type"": ""Point""}";782;BE00782;FFA;MAFFLE;MAFFLE;MAFFLE;MAFFLE;Maffle;Maffle;Maffle;Maffle;Maffle;Maffle;Stopplaats;Stop in open track;Point d'arrêt
50.5473596412106, 3.496016879443089;"{""coordinates"": [3.496016879443089, 50.5473596412106], ""type"": ""Point""}";807;BE00807;MAU;MAUBRAY;MAUBRAY;MAUBRAY;MAUBRAY;Maubray;Maubray;Maubray;Maubray;Maubray;Maubray;Stopplaats;Stop in open track;Point d'arrêt
50.833503060446695, 3.392847172084267;"{""coordinates"": [3.392847172084267, 50.833503060446695], ""type"": ""Point""}";1184;BE01184;FVE;VICHTE;VICHTE;VICHTE;VICHTE;Vichte;Vichte;Vichte;Vichte;Vichte;Vichte;Stopplaats;Stop in open track;Point d'arrêt
50.73286590540343, 3.847018189191549;"{""coordinates"": [3.847018189191549, 50.73286590540343], ""type"": ""Point""}";12;BE00012;FXA;ACREN;ACREN;ACREN;ACREN;Acren;Acren;Acren;Acren;Acren;Acren;Stopplaats;Stop in open track;Point d'arrêt
50.8671660562188, 4.2049393203133;"{""coordinates"": [4.2049393203133, 50.8671660562188], ""type"": ""Point""}";1087;BE01087;FSMB;ST-M-BODEGEM;ST-M-BODEGEM;SINT-MARTENS-BODEGEM;SINT-MARTENS-BODEGEM;St-M-Bodegem;St-M-Bodegem;Sint-Martens-Bodegem;Sint-Martens-Bodegem;Sint-Martens-Bodegem;Sint-Martens-Bodegem;Stopplaats;Stop in open track;Point d'arrêt
50.85629094542211, 3.314655510959286;"{""coordinates"": [3.314655510959286, 50.85629094542211], ""type"": ""Point""}";520;BE00520;FHL;HARELBEKE;HARELBEKE;HARELBEKE;HARELBEKE;Harelbeke;Harelbeke;Harelbeke;Harelbeke;Harelbeke;Harelbeke;Stopplaats;Stop in open track;Point d'arrêt
50.93780300159805, 3.777613995483383;"{""coordinates"": [3.777613995483383, 50.93780300159805], ""type"": ""Point""}";1056;BE01056;FSK;SCHELDEWIND;SCHELDEWIND;SCHELDEWINDEKE;SCHELDEWINDEKE;Scheldewind;Scheldewind;Scheldewindeke;Scheldewindeke;Scheldewindeke;Scheldewindeke;Stopplaats;Stop in open track;Point d'arrêt
51.213640244311954, 4.324671903684774;"{""coordinates"": [4.324671903684774, 51.213640244311954], ""type"": ""Point""}";1278;BE01278;LZD;ZWIJNDRECHT;ZWIJNDRECHT;ZWIJNDRECHT;ZWIJNDRECHT;Zwijndrecht;Zwijndrecht;Zwijndrecht;Zwijndrecht;Zwijndrecht;Zwijndrecht;Stopplaats;Stop in open track;Point d'arrêt
50.65999365161529, 5.485113835580062;"{""coordinates"": [5.485113835580062, 50.65999365161529], ""type"": ""Point""}";1339;BE01339;RBIER;R.BIERSET-FR;R.BIERSET-FR;RACC.BIERSET-ZONE FRET;RACC.BIERSET-ZONE FRET;R.Bierset-Fr;R.Bierset-Fr;Racc.Bierset-Fret;Racc.Bierset-Fret;Racc.Bierset-Zone Fret;Racc.Bierset-Zone Fret;Verbinding;Connection;Raccordement
50.39929480091273, 4.494973421707625;"{""coordinates"": [4.494973421707625, 50.39929480091273], ""type"": ""Point""}";282;BE00282;FCRDP;CHARL-DRY PT;CHARL-DRY PT;CHARLEROI-DRY PORT;CHARLEROI-DRY PORT;Charl-Dry Pt;Charl-Dry Pt;Charleroi-Dry Port;Charleroi-Dry Port;Charleroi-Dry Port;Charleroi-Dry Port;Verbinding;Connection;Raccordement
50.8291416053266, 3.60912929432414;"{""coordinates"": [3.60912929432414, 50.8291416053266], ""type"": ""Point""}";714;BE00714;FPG;LEUPEGEM;LEUPEGEM;LEUPEGEM-SEINEN SL9-TL9;LEUPEGEM-SEINEN SL9-TL9;Leupegem;Leupegem;Leupegem  SL9-TL9;Leupegem  SL9-TL9;Leupegem-Seinen SL9-TL9;Leupegem-Seinen SL9-TL9;Blocksein met melding;Net borde;Signal de bloc avec repérage
51.07270818510425, 3.537446874067181;"{""coordinates"": [3.537446874067181, 51.07270818510425], ""type"": ""Point""}";518;BE00518;FHK;HANSBEKE;HANSBEKE;HANSBEKE;HANSBEKE;Hansbeke;Hansbeke;Hansbeke;Hansbeke;Hansbeke;Hansbeke;Stopplaats;Stop in open track;Point d'arrêt
50.6195230216506, 4.636686921998361;"{""coordinates"": [4.636686921998361, 50.6195230216506], ""type"": ""Point""}";167;BE00167;MBL;BLANMONT;BLANMONT;BLANMONT;BLANMONT;Blanmont;Blanmont;Blanmont;Blanmont;Blanmont;Blanmont;Stopplaats;Stop in open track;Point d'arrêt
50.41937412405278, 4.93031043044587;"{""coordinates"": [4.93031043044587, 50.41937412405278], ""type"": ""Point""}";896;BE00896;MNN;NANINNE;NANINNE;NANINNE;NANINNE;Naninne;Naninne;Naninne;Naninne;Naninne;Naninne;Stopplaats;Stop in open track;Point d'arrêt
50.90596642069302, 4.421043048845224;"{""coordinates"": [4.421043048845224, 50.90596642069302], ""type"": ""Point""}";800;BE00800;FMCH;MACHELEN;MACHELEN;MACHELEN;MACHELEN;Machelen;Machelen;Machelen;Machelen;Machelen;Machelen;Stopplaats;Stop in open track;Point d'arrêt
51.12078718788457, 4.997822878502191;"{""coordinates"": [4.997822878502191, 51.12078718788457], ""type"": ""Point""}";1486;BE01486;VBPCH;V.BP CHEMBEL;V.BP CHEMBEL;VERB.B.P. CHEMBEL;VERB.B.P. CHEMBEL;V.BP Chembel;V.BP Chembel;Verb.B.P. Chembel;Verb.B.P. Chembel;Verb.B.P. Chembel;Verb.B.P. Chembel;Verbinding;Connection;Raccordement
50.882547620740944, 4.095286581223728;"{""coordinates"": [4.095286581223728, 50.882547620740944], ""type"": ""Point""}";725;BE00725;LKD;LIEDEKERKE;LIEDEKERKE;LIEDEKERKE;LIEDEKERKE;Liedekerke;Liedekerke;Liedekerke;Liedekerke;Liedekerke;Liedekerke;Station;Station;Gare
50.42802710763502, 3.766794741414823;"{""coordinates"": [3.766794741414823, 50.42802710763502], ""type"": ""Point""}";501;BE00501;HAI;HAININ;HAININ;HAININ;HAININ;Hainin;Hainin;Hainin;Hainin;Hainin;Hainin;Stopplaats;Stop in open track;Point d'arrêt
50.928593460397884, 3.962516719829164;"{""coordinates"": [3.962516719829164, 50.928593460397884], ""type"": ""Point""}";367;BE00367;FRPM;ERPE-MERE;ERPE-MERE;ERPE-MERE;ERPE-MERE;Erpe-Mere;Erpe-Mere;Erpe-Mere;Erpe-Mere;Erpe-Mere;Erpe-Mere;Stopplaats;Stop in open track;Point d'arrêt
50.90055001720875, 4.633517445095211;"{""coordinates"": [4.633517445095211, 50.90055001720875], ""type"": ""Point""}";1174;BE01174;FEM;VELTEM;VELTEM;VELTEM;VELTEM;Veltem;Veltem;Veltem;Veltem;Veltem;Veltem;Stopplaats;Stop in open track;Point d'arrêt
50.34256310728942, 4.288964234932776;"{""coordinates"": [4.288964234932776, 50.34256310728942], ""type"": ""Point""}";1139;BE01139;NTH;THUIN;THUIN;THUIN;THUIN;Thuin;Thuin;Thuin;Thuin;Thuin;Thuin;Stopplaats;Stop in open track;Point d'arrêt
50.842848617923735, 4.380023585783107;"{""coordinates"": [4.380023585783107, 50.842848617923735], ""type"": ""Point""}";227;BE00227;FBSM;BRUX-SCHUMAN;BRUS-SCHUMAN;BRUXELLES-SCHUMAN;BRUSSEL-SCHUMAN;Brux-Schuman;Brus-Schuman;Bruxelles-Schuman;Brussel-Schuman;Bruxelles-Schuman;Brussel-Schuman;Station;Station;Gare
50.57809065042433, 4.53350004126608;"{""coordinates"": [4.53350004126608, 50.57809065042433], ""type"": ""Point""}";1189;BE01189;LLE;VILLERS-LA-V;VILLERS-LA-V;VILLERS-LA-VILLE;VILLERS-LA-VILLE;Villers-la-V;Villers-la-V;Villers-la-Ville;Villers-la-Ville;Villers-la-Ville;Villers-la-Ville;Stopplaats;Stop in open track;Point d'arrêt
50.95295090340576, 3.780982223065362;"{""coordinates"": [3.780982223065362, 50.95295090340576], ""type"": ""Point""}";860;BE00860;FZM;MOORTSELE;MOORTSELE;MOORTSELE;MOORTSELE;Moortsele;Moortsele;Moortsele;Moortsele;Moortsele;Moortsele;Stopplaats;Stop in open track;Point d'arrêt
50.5138331542941, 4.354095184574096;"{""coordinates"": [4.354095184574096, 50.5138331542941], ""type"": ""Point""}";970;BE00970;FPN;PONT-CELLES;PONT-CELLES;PONT-A-CELLES;PONT-A-CELLES;Pont-Celles;Pont-Celles;Pont-à-Celles;Pont-à-Celles;Pont-à-Celles;Pont-à-Celles;Stopplaats;Stop in open track;Point d'arrêt
50.801685791171266, 3.921425440783262;"{""coordinates"": [3.921425440783262, 50.801685791171266], ""type"": ""Point""}";601;BE00601;FID;IDEGEM;IDEGEM;IDEGEM;IDEGEM;Idegem;Idegem;Idegem;Idegem;Idegem;Idegem;Stopplaats;Stop in open track;Point d'arrêt
50.82299825586504, 4.318597102209035;"{""coordinates"": [4.318597102209035, 50.82299825586504], ""type"": ""Point""}";237;BE00237;FBKIC;BRUX-PI-CARW;BRUS-KE-CARW;BRUXELLES-PETITE-ILE-CARWASH;BRUSSEL-KLEIN-EILAND-CARWASH;Brux-PI-Carw;Brus-KE-Carw;Bruxelles-PI-Carwash;Brussel-KE-Carwash;Bruxelles-Petite-Ile-Carwash;Brussel-Klein-Eiland-Carwash;Dienstinstallatie;Service installation;Installation de service
50.90116046309361, 4.4194393453511;"{""coordinates"": [4.4194393453511, 50.90116046309361], ""type"": ""Point""}";1075;BE01075;FSRCP;SCHAERB-CPI;SCHAARB-PCI;SCHAERBEEK-C.P.I.;SCHAARBEEK-P.C.I.;Schaerb-CPI;Schaarb-PCI;Schaerbeek-C.P.I.;Schaarbeek-P.C.I.;Schaerbeek-C.P.I.;Schaarbeek-P.C.I.;Dienstinstallatie;Service installation;Installation de service
50.93921718221553, 5.499301634394691;"{""coordinates"": [5.499301634394691, 50.93921718221553], ""type"": ""Point""}";453;BE00453;FKGR0;GENK-ZRO-230;GENK-ZRO-230;GENK-ZUID-R.O.-L230;GENK-ZUID-R.O.-L230;Genk-ZRO-230;Genk-ZRO-230;Genk-Zuid-R.O.-L230;Genk-Zuid-R.O.-L230;Genk-Zuid-R.O.-L230;Genk-Zuid-R.O.-L230;Verbinding;Connection;Raccordement
50.49694966236013, 5.078447463003547;"{""coordinates"": [5.078447463003547, 50.49694966236013], ""type"": ""Point""}";1301;BE01301;RCARM;R.CARMEUSE-A;R.CARMEUSE-A;RACC.ANDENNE-CARMEUSE;RACC.ANDENNE-CARMEUSE;R.Carmeuse-A;R.Carmeuse-A;Racc.Andenne-Carm;Racc.Andenne-Carm;Racc.Andenne-Carmeuse;Racc.Andenne-Carmeuse;Verbinding;Connection;Raccordement
50.58734064423013, 5.43553117509037;"{""coordinates"": [5.43553117509037, 50.58734064423013], ""type"": ""Point""}";1337;BE01337;REUGL;R.EUROGAL;R.EUROGAL;RACC.EUROGAL;RACC.EUROGAL;R.Eurogal;R.Eurogal;Racc.Eurogal;Racc.Eurogal;Racc.Eurogal;Racc.Eurogal;Verbinding;Connection;Raccordement
51.27465900153686, 4.332572995325691;"{""coordinates"": [4.332572995325691, 51.27465900153686], ""type"": ""Point""}";60;BE00060;KRSCB;KRUISSCHANSB;KRUISSCHANSB;KRUISSCHANSBRUG;KRUISSCHANSBRUG;Kruisschansb;Kruisschansb;Kruisschansbrug;Kruisschansbrug;Kruisschansbrug;Kruisschansbrug;Beweegbare brug;Movable bridge;Pont mobile
49.86925587201846, 5.228276426027763;"{""coordinates"": [5.228276426027763, 49.86925587201846], ""type"": ""Point""}";1349;BE01349;RJEHO;R.JEHONVILLE;R.JEHONVILLE;RACC.JEHONVILLE-M.D.N.;RACC.JEHONVILLE-M.D.N.;R.Jéhonville;R.Jéhonville;Racc.Jéhonville-MDN;Racc.Jéhonville-MDN;Racc.Jéhonville-M.D.N.;Racc.Jéhonville-M.D.N.;Verbinding;Connection;Raccordement
50.81816882340912, 4.40370653723923;"{""coordinates"": [4.40370653723923, 50.81816882340912], ""type"": ""Point""}";1388;BE01388;DSTIB;R.DELTA-STIB;V.DELTA-MIVB;RACC.DELTA-STIB;VERB.DELTA-MIVB;R.Delta-STIB;V.Delta-MIVB;Racc.Delta-STIB;Verb.Delta-MIVB;Racc.Delta-STIB;Verb.Delta-MIVB;Verbinding;Connection;Raccordement
50.58719236223732, 5.434639146818087;"{""coordinates"": [5.434639146818087, 50.58719236223732], ""type"": ""Point""}";1384;BE01384;SEGAL;R.SEGAL;R.SEGAL;RACC.SEGAL;RACC.SEGAL;R.Ségal;R.Ségal;Racc.Ségal;Racc.Ségal;Racc.Ségal;Racc.Ségal;Verbinding;Connection;Raccordement
50.88108339818732, 5.506538290985316;"{""coordinates"": [5.506538290985316, 50.88108339818732], ""type"": ""Point""}";1509;BE01509;BVRST;BEVERST;BEVERST;BEVERST;BEVERST;Beverst;Beverst;Beverst;Beverst;Beverst;Beverst;Blocksein met melding;Net borde;Signal de bloc avec repérage
50.65539856916107, 5.529727347805856;"{""coordinates"": [5.529727347805856, 50.65539856916107], ""type"": ""Point""}";1409;BE01409;ANSPL;ANS-PLANS;ANS-PLANS;ANS-PLANS;ANS-PLANS;Ans-Plans;Ans-Plans;Ans-Plans;Ans-Plans;Ans-Plans;Ans-Plans;Andere;Other;Autre
51.28598000153242, 4.328609995328123;"{""coordinates"": [4.328609995328123, 51.28598000153242], ""type"": ""Point""}";1416;BE01416;VKBYR;V.KAN-BAYER;V.KAN-BAYER;VERB.KANAALDOK B1-BAYER;VERB.KANAALDOK B1-BAYER;V.Kan-Bayer;V.Kan-Bayer;Verb.Kanaaldok-Bayer;Verb.Kanaaldok-Bayer;Verb.Kanaaldok B1-Bayer;Verb.Kanaaldok B1-Bayer;Verbinding;Connection;Raccordement
50.77253627107172, 5.485016515720411;"{""coordinates"": [5.485016515720411, 50.77253627107172], ""type"": ""Point""}";1426;BE01426;VAUTO;V.AUTOTRANSP;V.AUTOTRANSP;VERB.HESSENATIE-AUTOTRANSPORT;VERB.HESSENATIE-AUTOTRANSPORT;V.Autotransp;V.Autotransp;Verb.Autotransport;Verb.Autotransport;Verb.Hessenatie-Autotransport;Verb.Hessenatie-Autotransport;Verbinding;Connection;Raccordement
51.47797385903045, 4.730629383509361;"{""coordinates"": [4.730629383509361, 51.47797385903045], ""type"": ""Point""}";1217;BE01217;1217;L4-S249X(NL);L4-S249X(NL);LIJN 4-STOPMERKBORDEN 249X(NL);LIJN 4-STOPMERKBORDEN 249X(NL);L4-S249x(NL);L4-S249x(NL);L4-Stpmrkbrd249x(NL);L4-Stpmrkbrd249x(NL);Lijn 4-Stopmerkborden 249x(NL);Lijn 4-Stopmerkborden 249x(NL);Diensthalte;Service stop;Point d'arrêt de service
51.26697190269105, 4.278598549570677;"{""coordinates"": [4.278598549570677, 51.26697190269105], ""type"": ""Point""}";1991;BE01991;T007;L208 - L211;L208 - L211;LIJN 208-KRUISING LIJN 211;LIJN 208-KRUISING LIJN 211;L208 - L211;L208 - L211;L208-Kruising L211;L208-Kruising L211;Lijn 208-Kruising lijn 211;Lijn 208-Kruising lijn 211;Rooster;Grid;Gril
51.28002929253426, 4.335792434673704;"{""coordinates"": [4.335792434673704, 51.28002929253426], ""type"": ""Point""}";2049;BE02049;VACS2;V.ACS2;V.ACS2;VERB.ACS2;VERB.ACS2;V.ACS2;V.ACS2;Verb.ACS2;Verb.ACS2;Verb.ACS2;Verb.ACS2;Verbinding;Connection;Raccordement
51.23786583920869, 4.33239014906827;"{""coordinates"": [4.33239014906827, 51.23786583920869], ""type"": ""Point""}";2056;BE02056;VMEXN;V.MEXICONAT;V.MEXICONAT;VERB.MEXICONATIE;VERB.MEXICONATIE;V.Mexiconat;V.Mexiconat;Verb.Mexiconatie;Verb.Mexiconatie;Verb.Mexiconatie;Verb.Mexiconatie;Verbinding;Connection;Raccordement
51.10422338509232, 5.06881724294595;"{""coordinates"": [5.06881724294595, 51.10422338509232], ""type"": ""Point""}";1450;BE01450;VDEBT;V.DE BONTE;V.DE BONTE;VERB.DE BONTE;VERB.DE BONTE;V.De Bonte;V.De Bonte;Verb.De Bonte;Verb.De Bonte;Verb.De Bonte;Verb.De Bonte;Verbinding;Connection;Raccordement
50.93754709381578, 5.304095840101176;"{""coordinates"": [5.304095840101176, 50.93754709381578], ""type"": ""Point""}";529;BE00529;FHS35;HAS-AFL.35/1;HAS-AFL.35/1;HASSELT-AFLOS L.35/1;HASSELT-AFLOS L.35/1;Has-Afl.35/1;Has-Afl.35/1;Hasselt-Aflos L.35/1;Hasselt-Aflos L.35/1;Hasselt-Aflos L.35/1;Hasselt-Aflos L.35/1;Diensthalte;Service stop;Point d'arrêt de service
50.882458051539146, 4.390199063033686;"{""coordinates"": [4.390199063033686, 50.882458051539146], ""type"": ""Point""}";1041;BE01041;FSRNO;SCHAERB-NOS;SCHAARB-NOS;SCHAERBEEK-NOS;SCHAARBEEK-NOS;Schaerb-NOS;Schaarb-NOS;Schaerbeek-NOS;Schaarbeek-NOS;Schaerbeek-NOS;Schaarbeek-NOS;Diensthalte;Service stop;Point d'arrêt de service
51.31055687541899, 4.317901417616707;"{""coordinates"": [4.317901417616707, 51.31055687541899], ""type"": ""Point""}";1818;BE01818;1818;L10-S.KL/LL;L10-S.KL/LL;LIJN 10-SEINEN KL/LL;LIJN 10-SEINEN KL/LL;L10-S.KL/LL;L10-S.KL/LL;Lijn 10-Seinen KL/LL;Lijn 10-Seinen KL/LL;Lijn 10-Seinen KL/LL;Lijn 10-Seinen KL/LL;Blocksein met melding;Net borde;Signal de bloc avec repérage
50.84796619541682, 4.188160568154082;"{""coordinates"": [4.188160568154082, 50.84796619541682], ""type"": ""Point""}";1902;BE01902;1902;L50C-S135;L50C-S135;LIJN 50C-SEINEN BY135/AY135;LIJN 50C-SEINEN BY135/AY135;L50C-S135;L50C-S135;L50C-S.BY135/AY135;L50C-S.BY135/AY135;Lijn 50C-Seinen BY135/AY135;Lijn 50C-Seinen BY135/AY135;Blocksein met melding;Net borde;Signal de bloc avec repérage
51.16798693425248, 4.826727768490274;"{""coordinates"": [4.826727768490274, 51.16798693425248], ""type"": ""Point""}";2012;BE02012;2012;L207-S.AWL;L207-S.AWL;LIJN 207-SEINEN AWL207;LIJN 207-SEINEN AWL207;L207-S.AWL;L207-S.AWL;L207-Seinen AWL207;L207-Seinen AWL207;Lijn 207-Seinen AWL207;Lijn 207-Seinen AWL207;Diensthalte;Service stop;Point d'arrêt de service
50.95531627986929, 3.897636042385818;"{""coordinates"": [3.897636042385818, 50.95531627986929], ""type"": ""Point""}";2133;BE02133;2133;L50A-S342;L50A-S342;LIJN 50A-SEINEN 342;LIJN 50A-SEINEN 342;L50A-S342;L50A-S342;Lijn 50A-Seinen 342;Lijn 50A-Seinen 342;Lijn 50A-Seinen 342;Lijn 50A-Seinen 342;Blocksein met melding;Net borde;Signal de bloc avec repérage
50.77363446082327, 4.33953454089308;"{""coordinates"": [4.33953454089308, 50.77363446082327], ""type"": ""Point""}";72;BE00072;72;BR-FL L124;BR-VL L124;FRONT. BRUXELLES-FLANDRE L124;GRENS BRUSSEL-VLAANDEREN L124;Br-Fl L124;Br-Vl L124;Front. Br-Fl L124;Grens Br-Vl L124;Front. Bruxelles-Flandre L124;Grens Brussel-Vlaanderen L124;6;6;6
50.43460730230395, 3.934478348034874;"{""coordinates"": [3.934478348034874, 50.43460730230395], ""type"": ""Point""}";294;BE00294;LCS;CUESMES;CUESMES;CUESMES;CUESMES;Cuesmes;Cuesmes;Cuesmes;Cuesmes;Cuesmes;Cuesmes;Blocksein met melding;Net borde;Signal de bloc avec repérage
50.698940306078505, 5.170571078257217;"{""coordinates"": [5.170571078257217, 50.698940306078505], ""type"": ""Point""}";408;BE00408;408;FL-WA 3 L2;VL-WA 3 L2;FRONT. FLANDRE-WALLONIE 3 L2;GRENS VLAANDEREN-WALLONIE 3 L2;Fl-Wa 3 L2;Vl-Wa 3 L2;Front. Fl-Wa 3 L2;Grens Vl-Wa 3 L2;Front. Flandre-Wallonie 3 L2;Grens Vlaanderen-Wallonië 3 L2;6;6;6
50.801553666114884, 4.303687046271945;"{""coordinates"": [4.303687046271945, 50.801553666114884], ""type"": ""Point""}";448;BE00448;448;BR-FL L96A;BR-VL L96A;FRONT. BRUXELLES-FLANDRE L96A;GRENS BRUSSEL-VLAANDEREN L96A;Br-Fl L96A;Br-Vl L96A;Front. Br-Fl L96A;Grens Br-Vl L96A;Front. Bruxelles-Flandre L96A;Grens Brussel-Vlaanderen L96A;6;6;6
50.04576180255698, 5.266878874726828;"{""coordinates"": [5.266878874726828, 50.04576180255698], ""type"": ""Point""}";833;BE00833;MRWRT;MIRWART;MIRWART;MIRWART;MIRWART;Mirwart;Mirwart;Mirwart;Mirwart;Mirwart;Mirwart;Blocksein met melding;Net borde;Signal de bloc avec repérage
50.58750986096153, 4.121517696035752;"{""coordinates"": [4.121517696035752, 50.58750986096153], ""type"": ""Point""}";1674;BE01674;PN63;PN 63;PN 63;COURBE DE SOIGNIES-PN 63;COURBE DE SOIGNIES-PN 63;PN 63;PN 63;Courbe Soignies-PN63;Courbe Soignies-PN63;Courbe de Soignies-PN 63;Courbe de Soignies-PN 63;Blocksein met melding;Net borde;Signal de bloc avec repérage
50.73421698589772, 5.909748037490706;"{""coordinates"": [5.909748037490706, 50.73421698589772], ""type"": ""Point""}";1771;BE01771;1771;FL-WA L24;VL-WA L24;FRONT. FLANDRE-WALLONIE L24;GRENS VLAANDEREN-WALLONIE L24;Fl-Wa L24;Vl-Wa L24;Front. Fl-Wa L24;Grens Vl-Wa L24;Front. Flandre-Wallonie L24;Grens Vlaanderen-Wallonië L24;6;6;6
50.75016853707988, 5.696804074727164;"{""coordinates"": [5.696804074727164, 50.75016853707988], ""type"": ""Point""}";1773;BE01773;1773;WA-FL L24/1;WA-VL L24/1;FRONT. WALLONIE-FLANDRE L24/1;GRENS WALLONIE-VLAANDEREN 24/1;Wa-Fl L24/1;Wa-Vl L24/1;Front. Wa-Fl L24/1;Grens Wa-Vl L24/1;Front. Wallonie-Flandre L24/1;Grens Wallonië-Vlaanderen 24/1;6;6;6
50.777404739544714, 4.3286581343741;"{""coordinates"": [4.3286581343741, 50.777404739544714], ""type"": ""Point""}";1776;BE01776;1776;BR-FL L26;BR-VL L26;FRONT. BRUXELLES-FLANDRE L26;GRENS BRUSSEL-VLAANDEREN L26;Br-Fl L26;Br-Vl L26;Front. Br-Fl L26;Grens Br-Vl L26;Front. Bruxelles-Flandre L26;Grens Brussel-Vlaanderen L26;6;6;6
50.90194851466299, 4.42315147715651;"{""coordinates"": [4.42315147715651, 50.90194851466299], ""type"": ""Point""}";1777;BE01777;1777;BR-FL L26/1;BR-VL L26/1;FRONT. BRUXELLES-FLANDRE L26/1;GRENS BRUSSEL-VLAANDEREN L26/1;Br-Fl L26/1;Br-Vl L26/1;Front. Br-Fl L26/1;Grens Br-Vl L26/1;Front. Bruxelles-Flandre L26/1;Grens Brussel-Vlaanderen L26/1;6;6;6
50.90387663020533, 4.419373509122087;"{""coordinates"": [4.419373509122087, 50.90387663020533], ""type"": ""Point""}";1778;BE01778;1778;BR-FL L27;BR-VL L27;FRONT. BRUXELLES-FLANDRE L27;GRENS BRUSSEL-VLAANDEREN L27;Br-Fl L27;Br-Vl L27;Front. Br-Fl L27;Grens Br-Vl L27;Front. Bruxelles-Flandre L27;Grens Brussel-Vlaanderen L27;6;6;6
50.71883087551434, 5.189376246331777;"{""coordinates"": [5.189376246331777, 50.71883087551434], ""type"": ""Point""}";1780;BE01780;1780;FL-WA L36;VL-WA L36;FRONT. FLANDRE-WALLONIE L36;GRENS VLAANDEREN-WALLONIE L36;Fl-Wa L36;Vl-Wa L36;Front. Fl-Wa L36;Grens Vl-Wa L36;Front. Flandre-Wallonie L36;Grens Vlaanderen-Wallonië L36;6;6;6
50.76586882316956, 3.220715476062326;"{""coordinates"": [3.220715476062326, 50.76586882316956], ""type"": ""Point""}";1787;BE01787;1787;FL-WA L75;VL-WA L75;FRONT. FLANDRE-WALLONIE L75;GRENS VLAANDEREN-WALLONIE L75;Fl-Wa L75;Vl-Wa L75;Front. Fl-Wa L75;Grens Vl-Wa L75;Front. Flandre-Wallonie L75;Grens Vlaanderen-Wallonië L75;6;6;6
50.6987620318348, 4.042008345704883;"{""coordinates"": [4.042008345704883, 50.6987620318348], ""type"": ""Point""}";1791;BE01791;1791;WA-FL L94;WA-VL L94;FRONT. WALLONIE-FLANDRE L94;GRENS WALLONIE-VLAANDEREN L94;Wa-Fl L94;Wa-Vl L94;Front. Wa-Fl L94;Grens Wa-Vl L94;Front. Wallonie-Flandre L94;Grens Wallonië-Vlaanderen L94;6;6;6
